abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
rxn05151	L-lysine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00039[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00039[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_26240 and G_PA14_26230 and G_PA14_26220 and G_PA14_26210) or (G_PA14_68070 and G_PA14_68080 and G_PA14_68090 and G_PA14_68060))	
rxn06216	Enoyl-CoA hydratase	[c] : cpd11718 <==> cpd00001 + cpd11722	Reversible	cytosol	-1000	1000	0	(G_PA14_25080 or G_PA14_42080)	
rxn01199	Xylulokinase	[c] : cpd00002 + cpd00259 <==> cpd00008 + cpd00198	Reversible	cytosol	-1000	1000	0	(G_PA14_24960 or G_PA14_34350)	
rxn08556	Glycerol-3-phosphate dehydrogenase (ubiquinone-8)	[c] : cpd00080 + cpd15560 --> cpd00095 + cpd15561	Irreversible	cytosol	0	1000	0	(G_PA14_24950 or G_PA14_17930)	
rxn37440	glycerol-3-phosphate dehydrogenase (ubiquinone-9)	[c] : cpd00080 + cpd01351 --> cpd00095 + cJB00125	Irreversible	cytosol	0	1000	0	(G_PA14_24950 or G_PA14_17930)	
rxn02789	2-isopropylmalate hydratase	[c] : cpd01646 <==> cpd00001 + cpd01710	Reversible	cytosol	-1000	1000	0	(G_PA14_23750 and G_PA14_23760)	
rxn02811	3-isopropylmalate dehydratase	[c] : cpd02693 <==> cpd00001 + cpd01710	Reversible	cytosol	-1000	1000	0	(G_PA14_23750 and G_PA14_23760)	
rxn03884	2-dehydro-3-deoxy-phosphogluconate aldolase	[c] : cpd02711 <==> cpd00102 + cpd00020	Reversible	cytosol	-1000	1000	0	(G_PA14_23620 or G_PA14_23090)	
rxn00214	UDPglucose 4-epimerase	[c] : cpd00026 <==> cpd00043	Reversible	cytosol	-1000	1000	0	(G_PA14_23470 or G_PA14_23450 or G_PA14_11260)	
rxn03135	Imidazole-glycerol-3-phosphate synthase	[c] : cpd00053 + cpd02991 --> cpd00067 + cpd00023 + cpd02851 + cpd02843	Irreversible	cytosol	0	1000	0	(G_PA14_67920 and G_PA14_67880)	
rxn13877	Pseudomonas aeruginosa LPS B band synthesis	[c] : cpd00067 + cpd17100 + cpd17065 <==> cpd02229 + cpd17057	Reversible	cytosol	-1000	1000	0	(G_PA14_23390 and G_PA14_23360)	
rxn13913	UDP-N-acetyl-mannosamine (2NAc3N) acid acetylase	[c] : cpd11494 + cpd17094 <==> cpd11493 + cpd17095	Reversible	cytosol	-1000	1000	0	G_PA14_69170	
rxn00980	Phosphoglycolate phosphatase	[c] : cpd00001 + cpd00727 --> cpd00067 + cpd00009 + cpd00139	Irreversible	cytosol	0	1000	0	(G_PA14_23210 or G_PA14_12890 or G_PA14_07930)	
rxn01639	Formimidoylglutamase	[c] : cpd00001 + cpd00344 --> cpd00023 + cpd00378	Irreversible	cytosol	0	1000	0	(G_PA14_23170 or G_PA14_67240)	
rxn10174	Maltohexaose transport via ABC system	cpd00001[c] + cpd00002[c] + cpd01329[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd01329[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_23010 and G_PA14_22990 and G_PA14_23000)	
rxn05158	Sn-Glycerol 3-phosphate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00080[e] --> cpd00067[c] + cpd00080[c] + cpd00009[c] + cpd00008[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_23010 and G_PA14_22990 and G_PA14_23000)	
rxn05147	GLCabc	cpd00001[c] + cpd00002[c] + cpd00027[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00027[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_22980 and G_PA14_22990 and G_PA14_23000 and G_PA14_23010)	
rxn00299	GTP cyclohydrolase I	[c] : cpd00001 + cpd00038 --> cpd00067 + cpd00047 + cpd02978	Irreversible	cytosol	0	1000	0	(G_PA14_19630 or G_PA14_42850)	
rxn05552	ethanesulfonate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd11579[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11579[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_02330 and G_PA14_02340) or (G_PA14_34770 and G_PA14_34780 and G_PA14_34790) or (G_PA14_19520 and G_PA14_19510 and G_PA14_19500) or (G_PA14_19570 and G_PA14_19580))	
rxn05585	hexanesulfonate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd11578[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11578[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_02330 and G_PA14_02340) or (G_PA14_34770 and G_PA14_34780 and G_PA14_34790) or (G_PA14_19520 and G_PA14_19510 and G_PA14_19500) or (G_PA14_19570 and G_PA14_19580))	
rxn05621	methanesulfonate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd08023[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd08023[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_02330 and G_PA14_02340) or (G_PA14_34770 and G_PA14_34780 and G_PA14_34790) or (G_PA14_19520 and G_PA14_19510 and G_PA14_19500) or (G_PA14_19570 and G_PA14_19580))	
rxn05620	MOPS transport via ABC system	cpd00001[c] + cpd00002[c] + cpd11575[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11575[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_02330 and G_PA14_02340) or (G_PA14_34770 and G_PA14_34780 and G_PA14_34790) or (G_PA14_19520 and G_PA14_19510 and G_PA14_19500) or (G_PA14_19570 and G_PA14_19580))	
rxn05656	sulfoacetate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd09878[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd09878[c]	Irreversible	cytosol, extracellular	0	1000	0	((G_PA14_02330 and G_PA14_02340) or (G_PA14_34770 and G_PA14_34780 and G_PA14_34790) or (G_PA14_19520 and G_PA14_19510 and G_PA14_19500) or (G_PA14_19570 and G_PA14_19580))	
rxn08900	Malate dehydrogenase (ubiquinone 8 as acceptor)	[c] : cpd15560 + cpd00130 --> cpd15561 + cpd00032	Irreversible	cytosol	0	1000	0	(G_PA14_19470 or G_PA14_61400)	
rxn36761	Malate dehydrogenase (ubiquinone-9 as acceptor)	[c] : cpd01351 + cpd00130 --> cJB00125 + cpd00032	Irreversible	cytosol	0	1000	0	(G_PA14_19470 or G_PA14_61400)	
rxn05215	ALAt4	cpd00971[e] + cpd00035[e] <==> cpd00971[c] + cpd00035[c]	Reversible	extracellular, cytosol	-1000	1000	0	(G_PA14_19350 or G_PA14_35460 or G_PA14_31800)	
rxn01834	Lactoylglutathione lyase	[c] : cpd02182 <==> cpd00042 + cpd00428	Reversible	cytosol	-1000	1000	0	(G_PA14_18750 or G_PA14_55130 or G_PA14_67500)	
rxn01019	ornithine carbamoyltransferase	[c] : cpd00064 + cpd00146 --> (2) cpd00067 + cpd00009 + cpd00274	Irreversible	cytosol	0	1000	0	(G_PA14_18610 or G_PA14_68340)	
rxn13805	Poly(beta-d-mannuronate) lyase precursor	[c] : (2) cpd00719 <==> (2) cpd00031 + cpd11949	Reversible	cytosol	-1000	1000	0	(G_PA14_18550 and G_PA14_18565)	
rxn13807	alginate-c5-mannuronan-epimerase	[c] : cpd11949 <==> cpd17075	Reversible	cytosol	-1000	1000	0	(G_PA14_18500 and G_PA14_18520 and G_PA14_18480)	
rxn13806	alginate o-acetyltransferase	[c] : cpd11494 + cpd17075 <==> cpd11493 + cpd17074	Reversible	cytosol	-1000	1000	0	(G_PA14_18410 and G_PA14_18450 and G_PA14_18430)	
rJB00225	D-Fructose transport via PEP:Pyr PTS	cpd00061[c] + cpd00082[e] --> cpd00020[c] + cpd00072[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_18275 and G_PA14_18260 and G_PA14_18250)	
rxn05560	D-fructose transport via PEP:Pyr PTS	cpd00061[c] + cpd00082[e] <==> cpd00020[c] + cpd00802[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_18275 and G_PA14_18250)	
rxn00615	Glycerol kinase	[c] : cpd00002 + cpd00100 <==> cpd00080 + cpd00008	Reversible	cytosol	-1000	1000	0	(G_PA14_17960 or G_PA14_18010 or G_PA14_45190)	
rxn00533	Acetyl-CoA carboxylase	[c] : cpd00022 + cpd00002 + cpd00242 <==> cpd00067 + cpd00009 + cpd00008 + cpd00070	Reversible	cytosol	-1000	1000	0	(G_PA14_17270 and G_PA14_64100 and G_PA14_64110 and G_PA14_23860)	
rxn05332	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	[c] : cpd11481 <==> cpd00001 + cpd11477	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05335	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	[c] : cpd11484 <==> cpd00001 + cpd11467	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05373	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	[c] : cpd11509 <==> cpd00001 + cpd11510	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05423	10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase	[c] : cpd11559 <==> cpd00001 + cpd11560	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05398	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	[c] : cpd11534 <==> cpd00001 + cpd11535	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05377	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	[c] : cpd11513 <==> cpd00001 + cpd11514	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05427	12-methyl-3-hydroxy-tridecanoyl-ACP hydro-lyase	[c] : cpd11563 <==> cpd00001 + cpd11564	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05402	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	[c] : cpd11538 <==> cpd00001 + cpd11539	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05381	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	[c] : cpd11517 <==> cpd00001 + cpd11518	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05431	14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	[c] : cpd11567 <==> cpd00001 + cpd11568	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05406	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	[c] : cpd11542 <==> cpd00001 + cpd11543	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn07980	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	[c] : cpd15370 <==> cpd00001 + cpd15568	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05361	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	[c] : cpd11497 <==> cpd00001 + cpd11498	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05411	4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase	[c] : cpd11547 <==> cpd00001 + cpd11548	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05386	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	[c] : cpd11522 <==> cpd00001 + cpd11523	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05415	6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase	[c] : cpd11551 <==> cpd00001 + cpd11552	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05365	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	[c] : cpd11501 <==> cpd00001 + cpd11502	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05390	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	[c] : cpd11526 <==> cpd00001 + cpd11527	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05369	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	[c] : cpd11505 <==> cpd00001 + cpd11506	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05419	8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase	[c] : cpd11555 <==> cpd00001 + cpd11556	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05394	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	[c] : cpd11530 <==> cpd00001 + cpd11531	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn05462	trans-Octodec-2-enoyl-ACP hydro-lyase	[c] : cpd11571 <==> cpd00001 + cpd11572	Reversible	cytosol	-1000	1000	0	G_PA14_17190	
rxn08309	CDP-diacylglycerol synthetase (n-C16:0)	[c] : cpd15524 + cpd00052 <==> cpd00067 + cpd00012 + cpd15419	Reversible	cytosol	-1000	1000	0	G_PA14_17120	
rPY00163	CDP-diacylglycerol synthetase (n-C16:0 16:1)	[c] : cpd00052 + cPY00120 --> cpd00012 + cPY00121	Irreversible	cytosol	0	1000	0	(G_PA14_17120 or G_PA14_31760)	
rPY00168	CDP-diacylglycerol synthetase (n-C18:0 18:1)	[c] : cpd00052 + cPY00125 --> cpd00012 + cPY00126	Irreversible	cytosol	0	1000	0	(G_PA14_17120 or G_PA14_31760)	
rxn05528	Copper export via ATPase	cpd00001[c] + cpd00002[c] + cpd00058[c] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00058[e]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_16660 or G_PA14_13170)	
rxn05485	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS	cpd00061[c] + cpd00122[e] <==> cpd00020[c] + cpd00293[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_15780 and G_PA14_15790)	
rxn05626	nitrite transport out via proton antiport	cpd00067[e] + cpd00075[c] <==> cpd00067[c] + cpd00075[e]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_13750 or G_PA14_13770)	
rxn05209	Sodium proton antiporter  HNA is 11	cpd00067[c] + cpd00971[e] <==> cpd00067[e] + cpd00971[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_13620 or G_PA14_66380 or G_PA14_17010 or G_PA14_36960)	
rxn05582	Glycine reversible transport via proton symport	cpd00067[e] + cpd00033[e] <==> cpd00067[c] + cpd00033[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_12990 or G_PA14_69850 or G_PA14_70980)	
rxn05172	Taurine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00210[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00210[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_12920 and G_PA14_12940 and G_PA14_12960)	
rxn00539	ethanolamine ammonia-lyase	[c] : cpd00162 --> cpd00071 + cpd00013	Irreversible	cytosol	0	1000	0	(G_PA14_11770 and G_PA14_11760)	
rxn00300	GTP cyclohydrolase II (25drapp)	[c] : (3) cpd00001 + cpd00038 --> (2) cpd00067 + cpd00047 + cpd00012 + cpd00957	Irreversible	cytosol	0	1000	0	(G_PA14_11420 or G_PA14_11510)	
rxn00048	riboflavin synthase	[c] : (2) cpd02656 --> cpd02882 + cpd00220	Irreversible	cytosol	0	1000	0	(G_PA14_11410 and G_PA14_11430)	
rxn10559	4-Hydroxyphenylacetate transport	cpd00067[e] + cpd00489[e] <==> cpd00067[c] + cpd00489[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_10600 or G_PA14_36080)	
rxn12591	Tartrate permease	(2) cpd00067[e] + cpd00666[e] <==> (2) cpd00067[c] + cpd00666[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_10600 or G_PA14_36080)	
rxn06280	Tyrosyl-tRNA synthetase	[c] : cpd00002 + cpd00069 + cpd11751 --> cpd00012 + cpd00018 + cpd12194	Irreversible	cytosol	0	1000	0	(G_PA14_10420 or G_PA14_08560)	
rxn05190	Ferroxamine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd03726[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd03726[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_10170 and G_PA14_10180 and G_PA14_10160 and G_PA14_10140 and G_PA14_10200)	
rxn13836	Gluconolactonase	cpd00001[c] + cpd00170[e] <==> cpd00067[c] + cpd00222[e]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_09550 or G_PA14_47490)	
rxn13823	phenazine-1-carboxylic acid synthesis, step 2	[c] : cpd00001 + cpd17073 <==> cpd00067 + cpd00020 + cpd17077	Reversible	cytosol	-1000	1000	0	(G_PA14_09450 or G_PA14_39925)	
rxn13801	phenazine-1-carboxylic acid synthesis, step 1	[c] : cpd00053 + cpd00216 <==> cpd00023 + cpd17073	Reversible	cytosol	-1000	1000	0	(G_PA14_09440 or G_PA14_39910)	
rxn00006	Catalase	[c] : (2) cpd00025 --> (2) cpd00001 + cpd00007	Irreversible	cytosol	0	0	0	(G_PA14_09150 or G_PA14_61040 or G_PA14_36810)	
rxn00691	Formyltetrahydrofolate deformylase	[c] : cpd00001 + cpd00201 --> cpd00067 + cpd00047 + cpd00087	Irreversible	cytosol	0	1000	0	(G_PA14_56060 or G_PA14_71530)	
rxn00148	Pyruvate kinase	[c] : cpd00067 + cpd00009 + cpd00018 + cpd00061 <==> cpd00001 + cpd00020 + cpd00002	Reversible	cytosol	-1000	1000	0	(G_PA14_56240 or G_PA14_45050)	
rxn00206	Superoxide dismutase	[c] : (2) cpd00532 --> cpd00007 + cpd00025	Irreversible	cytosol	0	1000	0	(G_PA14_56780 or G_PA14_58000)	
rxn02305	Thiamine-phosphate diphosphorylase	[c] : cpd00067 + cpd02894 + cpd02654 <==> cpd00012 + cpd00793	Reversible	cytosol	-1000	1000	0	(G_PA14_57190 or G_PA14_12400)	
rxn13689	cytochrome-c reductase (ubiquinone)	(2) cpd00067[c] + cpd15561[c] + (2) cpd00109[c] <==> cpd15560[c] + (2) cpd00110[c] + (4) cpd00067[p]	Reversible	cytosol, periplasm	-1000	1000	0	(G_PA14_57570 and G_PA14_57560 and G_PA14_57540)	
rJB00271	cytochrome-c reductase (ubiquinone)	(2) cpd00067[c] + cJB00125[c] + (2) cpd00109[c] <==> cpd01351[c] + (2) cpd00110[c] + (4) cpd00067[p]	Reversible	cytosol, periplasm	-1000	1000	0	(G_PA14_57570 and G_PA14_57560 and G_PA14_57540)	
rxn09240	Sulfate adenyltransferase	[c] : cpd00001 + cpd00002 + cpd00048 + cpd00038 <==> cpd00067 + cpd00009 + cpd00012 + cpd00031 + cpd00193	Reversible	cytosol	-1000	1000	0	(G_PA14_57720 and G_PA14_57710)	
rxn02320	Histidinol-phosphate transaminase	[c] : cpd00024 + cpd00807 <==> cpd00023 + cpd00930	Reversible	cytosol	-1000	1000	0	(G_PA14_57770 or G_PA14_23290 or G_PA14_31820)	
rxn05174	Nickel transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00244[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00244[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58420 and G_PA14_58440 and G_PA14_58450 and G_PA14_58470)	
rxn05533	Dipeptide transport via ABC system  ala asp	cpd00001[c] + cpd00002[c] + cpd11593[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11593[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05540	Dipeptide transport via ABC system  ala gln	cpd00001[c] + cpd00002[c] + cpd11587[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11587[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05541	Dipeptide transport via ABC system  ala glu	cpd00001[c] + cpd00002[c] + cpd11586[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11586[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05542	Dipeptide transport via ABC system  ala gly	cpd00001[c] + cpd00002[c] + cpd11585[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11585[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05543	Dipeptide transport via ABC system  ala his	cpd00001[c] + cpd00002[c] + cpd11584[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11584[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05544	Dipeptide transport via ABC system  ala leu	cpd00001[c] + cpd00002[c] + cpd11583[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11583[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05545	Dipeptide transport via ABC system  ala thr	cpd00001[c] + cpd00002[c] + cpd11582[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11582[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05539	Dipeptide transport via ABC system  cgly	cpd00001[c] + cpd00002[c] + cpd01017[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd01017[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05546	Dipeptide transport via ABC system  gly asn	cpd00001[c] + cpd00002[c] + cpd11581[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11581[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05537	Dipeptide transport via ABC system  gly asp	cpd00001[c] + cpd00002[c] + cpd11589[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11589[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05547	Dipeptide transport via ABC system  gly gln	cpd00001[c] + cpd00002[c] + cpd11580[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11580[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05534	Dipeptide transport via ABC system  gly glu	cpd00001[c] + cpd00002[c] + cpd11592[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11592[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05535	Dipeptide transport via ABC system  gly met	cpd00001[c] + cpd00002[c] + cpd11591[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11591[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05538	Dipeptide transport via ABC system  gly pro L	cpd00001[c] + cpd00002[c] + cpd11588[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11588[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn05536	Dipeptide transport via ABC system  met ala	cpd00001[c] + cpd00002[c] + cpd11590[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd11590[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn12848	Gly-Cys ABC transporters	cpd00001[c] + cpd00002[c] + cpd15603[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd15603[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn12849	Gly-Leu ABC transporters	cpd00001[c] + cpd00002[c] + cpd15604[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd15604[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn12850	Gly-Phe ABC transporters	cpd00001[c] + cpd00002[c] + cpd15605[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd15605[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn12851	Gly-Try ABC transporters	cpd00001[c] + cpd00002[c] + cpd15606[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd15606[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_58440 and G_PA14_58450 and G_PA14_58470 and G_PA14_58490)	
rxn13792	S-2-hydroxylauroyl-ACP synthase	[c] : (0.5) cpd00007 + cpd11468 --> cpd17046	Irreversible	cytosol	0	1000	0	(G_PA14_58550 or G_PA14_52150)	
rxn13793	S-2-hydroxymyristoyl-ACP synthase	[c] : (0.5) cpd00007 + cpd11466 --> cpd17047	Irreversible	cytosol	0	1000	0	(G_PA14_58550 or G_PA14_52150)	
rxn00470	ornithine decarboxylase	[c] : cpd00067 + cpd00064 --> cpd00011 + cpd00118	Irreversible	cytosol	0	1000	0	(G_PA14_58630 or G_PA14_41020)	
rxn00711	Uracil phosphoribosyltransferase	[c] : cpd00092 + cpd00103 --> cpd00067 + cpd00012 + cpd00091	Irreversible	cytosol	0	1000	0	(G_PA14_61470 or G_PA14_05270)	
rxn08043	2-aceto-2-hydroxybutanoate synthase	[c] : cpd00067 + cpd00020 + cpd00094 --> cpd00011 + cpd00498	Irreversible	cytosol	0	1000	0	(G_PA14_62150 and G_PA14_62160)	
rxn00003	acetolactate synthase (Also catalyzes ACHBS)	[c] : cpd00011 + cpd00668 <==> cpd00067 + (2) cpd00020	Reversible	cytosol	-1000	1000	0	(G_PA14_62150 and G_PA14_62160)	
rxn00527	Tyrosine transaminase	[c] : cpd00024 + cpd00069 <==> cpd00023 + cpd00868	Reversible	cytosol	-1000	1000	0	(G_PA14_62480 or G_PA14_14940 or G_PA14_10530 or G_PA14_38250 or G_PA14_27500 or G_PA14_26590 or G_PA14_17030)	
rxn00776	yUMP synthetase	[c] : cpd00092 + cpd00101 --> cpd00001 + cpd00859	Irreversible	cytosol	0	1000	0	(G_PA14_62730 or G_PA14_25580 or G_PA14_22000 or G_PA14_23840 or G_PA14_60210)	
rxn00414	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	[c] : cpd00001 + (2) cpd00002 + cpd00053 + cpd00242 --> cpd00067 + cpd00009 + (2) cpd00008 + cpd00023 + cpd00146	Irreversible	cytosol	0	1000	0	(G_PA14_62930 and G_PA14_62910)	
rxn08792	L-Lactate dehydrogenase (ubiquinone)	[c] : cpd15560 + cpd00159 --> cpd15561 + cpd00020	Irreversible	cytosol	0	1000	0	(G_PA14_63090 or G_PA14_33860)	
